Chromosome	Window	Freq_Mean	Freq_Median	STD
chr3	16460000	0.449450613	0.444444444	0.138125773
chr3	16465000	0.448714675	0.444444444	0.137199061
chr3	16470000	0.446565691	0.444444444	0.133447877
chr3	16475000	0.447978701	0.444444444	0.131969501
chr3	16480000	0.449774537	0.444444444	0.13430643
chr3	16485000	0.449739006	0.444444444	0.13410744
chr3	16490000	0.449407699	0.45	0.135556226
chr3	16495000	0.449515093	0.45	0.136046102
chr3	16500000	0.44787433	0.444444444	0.137304691
chr3	16505000	0.448308342	0.444444444	0.136951041
chr3	16510000	0.449328502	0.444444444	0.135572363
chr3	16515000	0.447352454	0.444444444	0.135975085
chr3	16520000	0.445305022	0.444444444	0.136791984
chr3	16525000	0.45083364	0.444444444	0.139350699
chr3	16530000	0.447557797	0.444444444	0.136070876
chr3	16535000	0.447213498	0.444444444	0.135187744
chr3	16540000	0.448381077	0.444444444	0.135139297
chr3	16545000	0.449790589	0.444444444	0.136099946
chr3	16550000	0.450307885	0.444444444	0.136950661
chr3	16555000	0.451324233	0.444444444	0.135844165
chr3	16560000	0.447568722	0.444444444	0.138573139
chr3	16565000	0.44842116	0.444444444	0.140287051
chr3	16570000	0.44627587	0.444444444	0.142926315
chr3	16575000	0.446925432	0.444444444	0.147689354
chr3	16580000	0.450233489	0.444444444	0.150557438
chr3	16585000	0.450984354	0.444444444	0.150628634
chr3	16590000	0.453544957	0.45	0.152555243
chr3	16595000	0.455284326	0.45	0.153384875
chr3	16600000	0.45267704	0.45	0.152468365
chr3	16605000	0.453115667	0.444444444	0.150399515
chr3	16610000	0.453210134	0.45	0.150733906
chr3	16615000	0.451827098	0.444444444	0.147897102
chr3	16620000	0.451842064	0.448275862	0.148148792
chr3	16625000	0.453179619	0.449137931	0.149239688
chr3	16630000	0.446844332	0.44	0.148687874
chr3	16635000	0.448821359	0.444444444	0.153558768
chr3	16640000	0.447214422	0.444444444	0.154075414
chr3	16645000	0.44316741	0.434782609	0.15432108
chr3	16650000	0.46128139	0.45	0.146978354
chr3	16655000	0.461297923	0.45	0.147350302
chr3	16660000	0.45986899	0.444444444	0.148085206
chr3	16665000	0.45471645	0.444444444	0.148181485
chr3	16670000	0.451672937	0.44	0.151202184
chr3	16675000	0.439702139	0.421052632	0.155746742
chr3	16680000	0.445674567	0.428571429	0.155431768
chr3	16685000	0.438943214	0.421052632	0.158484776
chr3	16690000	0.433196666	0.421052632	0.158528194
chr3	16695000	0.433435525	0.421052632	0.158978801
chr3	16700000	0.435937453	0.421052632	0.156398159
chr3	16705000	0.438225757	0.423076923	0.156895678
chr3	16710000	0.4393811	0.428571429	0.158301766
chr3	16715000	0.439591568	0.428571429	0.157556845
chr3	16720000	0.439132729	0.428571429	0.155525857
chr3	16725000	0.43209042	0.421052632	0.152471934
chr3	16730000	0.429974112	0.421052632	0.149961207
chr3	16735000	0.427583017	0.421052632	0.151425032
chr3	16740000	0.426023793	0.421052632	0.150583641
chr3	16745000	0.428261721	0.425824176	0.14928188
chr3	16750000	0.42571405	0.421052632	0.147313409
chr3	16755000	0.425009187	0.421052632	0.147441498
chr3	16760000	0.429356961	0.421052632	0.145704488
chr3	16765000	0.430150762	0.422064777	0.144305868
chr3	16770000	0.434074637	0.428571429	0.142480433
chr3	16775000	0.429345642	0.428571429	0.138437626
chr3	16780000	0.424849081	0.421052632	0.138921729
chr3	16785000	0.432529498	0.428571429	0.144157013
chr3	16790000	0.433023844	0.428571429	0.142818534
chr3	16795000	0.431402427	0.428571429	0.143749673
chr3	16800000	0.435332319	0.428571429	0.144364503
chr3	16805000	0.435713709	0.428571429	0.144241789
chr3	16810000	0.435169544	0.428571429	0.144397843
chr3	16815000	0.437436241	0.428571429	0.146812555
chr3	16820000	0.439282607	0.428571429	0.148625579
chr3	16825000	0.442153095	0.434782609	0.149626626
chr3	16830000	0.444295	0.434782609	0.149964906
chr3	16835000	0.444106624	0.437391304	0.150786851
chr3	16840000	0.445630062	0.44	0.149938718
chr3	16845000	0.448928273	0.444444444	0.149206534
chr3	16850000	0.450287263	0.444444444	0.151534029
chr3	16855000	0.453881834	0.444444444	0.15282332
chr3	16860000	0.453653599	0.444444444	0.15280217
chr3	16865000	0.453715804	0.444444444	0.152766593
chr3	16870000	0.448481894	0.444444444	0.155139653
chr3	16875000	0.456978898	0.444444444	0.152132899
chr3	16880000	0.45450182	0.444444444	0.153083504
chr3	16885000	0.460289058	0.45	0.149055001
chr3	16890000	0.463664004	0.45	0.147147222
chr3	16895000	0.461955658	0.447222222	0.142932474
chr3	16900000	0.460525997	0.444444444	0.145672492
chr3	16905000	0.459754373	0.444444444	0.144977897
chr3	16910000	0.458576617	0.444444444	0.145011089
chr3	16915000	0.462033905	0.444444444	0.145058087
chr3	16920000	0.461982057	0.444444444	0.144785931
chr3	16925000	0.457539034	0.444444444	0.14421516
chr3	16930000	0.456404647	0.444444444	0.142013528
chr3	16935000	0.459261461	0.444444444	0.145584297
chr3	16940000	0.457669532	0.444444444	0.145987133
chr3	16945000	0.457680312	0.444444444	0.146094215
chr3	16950000	0.458828525	0.444444444	0.146438978
chr3	16955000	0.462085753	0.444444444	0.14653943
chr3	16960000	0.469526966	0.45	0.150021653
chr3	16965000	0.472769832	0.45	0.150617421
chr3	16970000	0.478358659	0.473684211	0.150065997
chr3	16975000	0.479592149	0.473684211	0.150307937
chr3	16980000	0.485580527	0.476190476	0.148142177
chr3	16985000	0.481224656	0.473684211	0.144783882
chr3	16990000	0.479705909	0.473684211	0.145974926
chr3	16995000	0.475862565	0.473684211	0.146256087
chr3	17000000	0.477362629	0.473684211	0.145806721
chr3	17005000	0.478783973	0.473684211	0.146805118
chr3	17010000	0.480250468	0.473684211	0.146612251
chr3	17015000	0.48081817	0.473684211	0.147279819
chr3	17020000	0.478233918	0.473684211	0.145250559
chr3	17025000	0.478017545	0.473684211	0.144384156
chr3	17030000	0.476876562	0.473684211	0.144948184
chr3	17035000	0.47715762	0.473684211	0.143059221
chr3	17040000	0.47764879	0.473684211	0.141582017
chr3	17045000	0.487303213	0.476190476	0.143495446
chr3	17050000	0.485655578	0.476190476	0.141580793
chr3	17055000	0.483236884	0.473684211	0.140062875
chr3	17060000	0.483420783	0.473684211	0.140082151
chr3	17065000	0.485902112	0.476190476	0.139756392
chr3	17070000	0.493836362	0.47826087	0.136355789
chr3	17075000	0.493291817	0.48	0.134867732
chr3	17080000	0.495174049	0.5	0.13381988
chr3	17085000	0.495077613	0.5	0.134739696
chr3	17090000	0.495883572	0.5	0.134500712
chr3	17095000	0.499230209	0.5	0.135912432
chr3	17100000	0.504425244	0.5	0.132607699
chr3	17105000	0.505013506	0.5	0.133699071
chr3	17110000	0.505575756	0.5	0.13304885
chr3	17115000	0.507020524	0.5	0.131980919
chr3	17120000	0.505871719	0.5	0.132199359
chr3	17125000	0.511785313	0.5	0.131429317
chr3	17130000	0.518392043	0.523809524	0.132456064
chr3	17135000	0.519756726	0.526315789	0.128119293
chr3	17140000	0.524082673	0.526315789	0.12943456
chr3	17145000	0.521317246	0.526315789	0.130138336
chr3	17150000	0.523719286	0.526315789	0.127496762
chr3	17155000	0.519407342	0.526315789	0.129169875
chr3	17160000	0.512082853	0.523809524	0.128967418
chr3	17165000	0.508582316	0.520869565	0.131079469
chr3	17170000	0.506361463	0.5	0.132621823
chr3	17175000	0.504115973	0.5	0.131928007
chr3	17180000	0.504095553	0.5	0.131995133
chr3	17185000	0.504873337	0.5	0.131794114
chr3	17190000	0.501558464	0.5	0.133122824
chr3	17195000	0.506100419	0.5	0.132043026
chr3	17200000	0.504873405	0.5	0.132901937
chr3	17205000	0.504096692	0.5	0.132257853
chr3	17210000	0.503748635	0.5	0.132350317
chr3	17215000	0.501956407	0.5	0.132253112
chr3	17220000	0.503893422	0.5	0.132291312
chr3	17225000	0.502821726	0.5	0.132693116
chr3	17230000	0.50389571	0.5	0.132157902
chr3	17235000	0.504459075	0.5	0.133034405
chr3	17240000	0.504977046	0.5	0.134615306
chr3	17245000	0.498701305	0.5	0.133834963
chr3	17250000	0.499422721	0.5	0.133175992
chr3	17255000	0.499193179	0.5	0.133501023
chr3	17260000	0.498878345	0.5	0.133809486
chr3	17265000	0.496775765	0.5	0.13410288
chr3	17270000	0.49603197	0.5	0.133948978
chr3	17275000	0.498735392	0.5	0.136467602
chr3	17280000	0.491687545	0.5	0.136895559
chr3	17285000	0.491261256	0.5	0.137702297
chr3	17290000	0.491808399	0.5	0.137386038
chr3	17295000	0.493691992	0.5	0.13711273
chr3	17300000	0.4925712	0.5	0.137717104
chr3	17305000	0.493116366	0.5	0.135556269
chr3	17310000	0.491884347	0.5	0.136718702
chr3	17315000	0.489819013	0.476190476	0.139073033
chr3	17320000	0.490089751	0.48	0.138610695
chr3	17325000	0.489693387	0.48	0.136753575
chr3	17330000	0.484384236	0.476190476	0.134635498
chr3	17335000	0.477189761	0.476190476	0.139550448
chr3	17340000	0.473185427	0.473684211	0.137218404
chr3	17345000	0.474772504	0.473684211	0.13786398
chr3	17350000	0.470408933	0.458333333	0.140894848
chr3	17355000	0.4758814	0.473684211	0.140416264
chr3	17360000	0.481193004	0.474937343	0.143748043
chr3	17365000	0.487059014	0.477225673	0.1372904
chr3	17370000	0.488394366	0.49	0.135118856
chr3	17375000	0.489626985	0.5	0.137528982
chr3	17380000	0.490558014	0.5	0.137833721
chr3	17385000	0.488982456	0.48	0.137000178
chr3	17390000	0.492964105	0.5	0.137482326
chr3	17395000	0.489264925	0.5	0.136813284
chr3	17400000	0.489925856	0.5	0.137694713
chr3	17405000	0.49507366	0.5	0.141080123
chr3	17410000	0.498816842	0.5	0.138025748
chr3	17415000	0.500067696	0.5	0.138101352
chr3	17420000	0.498372048	0.5	0.138796479
chr3	17425000	0.499186313	0.5	0.138896106
chr3	17430000	0.500088578	0.5	0.137972901
chr3	17435000	0.502040904	0.5	0.137930166
chr3	17440000	0.500681076	0.5	0.137700503
chr3	17445000	0.494649814	0.5	0.137902646
chr3	17450000	0.494853411	0.5	0.138225224
chr3	17455000	0.496018253	0.5	0.138143811
chr3	17460000	0.496712646	0.5	0.137874925
chr3	17465000	0.504455079	0.5	0.14029531
chr3	17470000	0.503408186	0.5	0.139790148
chr3	17475000	0.500598653	0.5	0.13895575
chr3	17480000	0.503494831	0.5	0.138021179
chr3	17485000	0.50634667	0.52173913	0.137659404
chr3	17490000	0.505519301	0.52173913	0.139476768
chr3	17495000	0.504723739	0.52173913	0.141207565
chr3	17500000	0.506985297	0.523809524	0.140318914
chr3	17505000	0.496953132	0.5	0.145600461
chr3	17510000	0.50059311	0.510869565	0.146770917
chr3	17515000	0.501382464	0.52173913	0.146383488
chr3	17520000	0.504041391	0.523809524	0.148266412
chr3	17525000	0.503272976	0.523809524	0.149236529
chr3	17530000	0.504864681	0.523809524	0.149276365
chr3	17535000	0.510876388	0.523809524	0.142454674
chr3	17540000	0.509857825	0.523809524	0.140519152
chr3	17545000	0.508523707	0.523809524	0.14076403
chr3	17550000	0.509229034	0.523809524	0.141777098
chr3	17555000	0.509748065	0.523809524	0.141512701
chr3	17560000	0.509946807	0.523809524	0.139625582
chr3	17565000	0.510592326	0.523809524	0.144319183
chr3	17570000	0.511123452	0.523809524	0.146872607
chr3	17575000	0.51409163	0.523809524	0.146715721
chr3	17580000	0.512270024	0.523809524	0.147261749
chr3	17585000	0.514518947	0.526315789	0.149262321
chr3	17590000	0.517320257	0.526315789	0.144351125
chr3	17595000	0.521354319	0.526315789	0.142091074
chr3	17600000	0.522362356	0.526315789	0.142990005
chr3	17605000	0.517305901	0.526315789	0.139897379
chr3	17610000	0.514790987	0.526315789	0.145248506
chr3	17615000	0.513121511	0.526315789	0.144553242
chr3	17620000	0.516079709	0.526315789	0.142581394
chr3	17625000	0.514711013	0.526315789	0.143961668
chr3	17630000	0.512776778	0.525062657	0.145829792
chr3	17635000	0.508855556	0.52173913	0.145850428
chr3	17640000	0.510134233	0.523809524	0.146864503
chr3	17645000	0.518268879	0.532388664	0.144210352
chr3	17650000	0.511324175	0.523809524	0.147875622
chr3	17655000	0.504385891	0.52173913	0.152675946
chr3	17660000	0.503861074	0.52173913	0.15336848
chr3	17665000	0.488794945	0.5	0.150796646
chr3	17670000	0.488144931	0.5	0.152951609
chr3	17675000	0.493150016	0.5	0.154552191
chr3	17680000	0.491456977	0.5	0.152233553
chr3	17685000	0.483805871	0.5	0.15199944
chr3	17690000	0.484042038	0.5	0.151609561
chr3	17695000	0.483519414	0.489130435	0.152231133
chr3	17700000	0.485051013	0.5	0.150753908
chr3	17705000	0.498871353	0.5	0.142226235
chr3	17710000	0.500034893	0.5	0.147158602
chr3	17715000	0.496855261	0.5	0.143044697
chr3	17720000	0.495454826	0.5	0.140290542
chr3	17725000	0.500219415	0.5	0.139907891
chr3	17730000	0.508003404	0.5	0.140204845
chr3	17735000	0.510715943	0.51	0.138188648
chr3	17740000	0.510896592	0.520869565	0.137671103
chr3	17745000	0.511114852	0.5	0.135450544
chr3	17750000	0.507612348	0.5	0.131741319
chr3	17755000	0.511017793	0.5	0.13291644
chr3	17760000	0.534772337	0.523809524	0.148789372
chr3	17765000	0.536066448	0.526315789	0.148059662
chr3	17770000	0.536772358	0.526315789	0.148448399
chr3	17775000	0.538452213	0.526315789	0.145601236
chr3	17780000	0.538646098	0.526315789	0.145141448
chr3	17785000	0.539042847	0.526315789	0.144799396
chr3	17790000	0.5428872	0.541666667	0.144626684
chr3	17795000	0.542745749	0.540064103	0.144652663
chr3	17800000	0.541534322	0.532388664	0.143646387
chr3	17805000	0.542379829	0.540064103	0.14450466
chr3	17810000	0.543791055	0.541666667	0.144621945
chr3	17815000	0.544051432	0.538461538	0.145197057
chr3	17820000	0.544679751	0.540064103	0.145463242
chr3	17825000	0.548161901	0.545454545	0.143662972
chr3	17830000	0.546712299	0.545454545	0.143425143
chr3	17835000	0.543138673	0.533991228	0.144205466
chr3	17840000	0.546491057	0.545454545	0.143001272
chr3	17845000	0.548479143	0.545454545	0.142763855
chr3	17850000	0.552720171	0.545454545	0.139892261
chr3	17855000	0.558741344	0.547727273	0.135658324
chr3	17860000	0.559412911	0.55	0.135344927
chr3	17865000	0.559582386	0.55	0.134298563
chr3	17870000	0.558160873	0.545454545	0.134913859
chr3	17875000	0.559489931	0.55	0.133867628
chr3	17880000	0.561145074	0.55	0.133828036
chr3	17885000	0.562670246	0.55	0.13192275
chr3	17890000	0.564790167	0.555555556	0.131349083
chr3	17895000	0.566934355	0.555555556	0.13254109
chr3	17900000	0.568528477	0.555555556	0.134010996
chr3	17905000	0.574244352	0.571428571	0.135659208
chr3	17910000	0.57298491	0.568322981	0.134632981
chr3	17915000	0.576387156	0.571428571	0.134801075
chr3	17920000	0.578662506	0.578947368	0.135182347
chr3	17925000	0.578980249	0.578947368	0.135610074
chr3	17930000	0.576243693	0.571428571	0.137810288
chr3	17935000	0.576472719	0.571428571	0.139490582
chr3	17940000	0.577362609	0.578947368	0.137551176
chr3	17945000	0.587647286	0.581140351	0.140664865
chr3	17950000	0.597626513	0.6	0.138408516
chr3	17955000	0.601241258	0.608695652	0.13662394
chr3	17960000	0.58925408	0.590909091	0.132430172
chr3	17965000	0.589326107	0.590909091	0.132791685
chr3	17970000	0.588135633	0.590909091	0.131925804
chr3	17975000	0.58910632	0.590909091	0.132959423
chr3	17980000	0.591996632	0.591750842	0.131821768
chr3	17985000	0.593659028	0.6	0.131766806
chr3	17990000	0.592832206	0.6	0.132881691
chr3	17995000	0.59346497	0.6	0.13186631
chr3	18000000	0.600090775	0.6	0.133218643
chr3	18005000	0.600111353	0.6	0.132517122
chr3	18010000	0.600141685	0.6	0.132239889
chr3	18015000	0.599636876	0.6	0.132838953
chr3	18020000	0.59718245	0.6	0.133577021
chr3	18025000	0.607663245	0.611111111	0.133712023
chr3	18030000	0.616440332	0.619047619	0.133955885
chr3	18035000	0.617302156	0.619047619	0.132613825
chr3	18040000	0.61674982	0.619047619	0.131142023
chr3	18045000	0.616961882	0.619047619	0.132034646
chr3	18050000	0.617643341	0.630604288	0.131974774
chr3	18055000	0.617711936	0.631578947	0.131475673
chr3	18060000	0.61505149	0.619047619	0.131346866
chr3	18065000	0.616895819	0.62962963	0.132025552
chr3	18070000	0.620141475	0.631578947	0.129702885
chr3	18075000	0.619794756	0.631578947	0.128939565
chr3	18080000	0.619735337	0.631578947	0.12757815
chr3	18085000	0.619991073	0.631578947	0.127268545
chr3	18090000	0.618700343	0.631578947	0.128704414
chr3	18095000	0.616915607	0.619047619	0.128149882
chr3	18100000	0.615974128	0.619047619	0.126955051
chr3	18105000	0.616149009	0.619047619	0.126553987
chr3	18110000	0.613592906	0.619047619	0.128449331
chr3	18115000	0.611111522	0.619047619	0.130538955
chr3	18120000	0.609988234	0.619047619	0.1307178
chr3	18125000	0.609062638	0.619047619	0.131079418
chr3	18130000	0.608930579	0.619047619	0.131008891
chr3	18135000	0.61069799	0.619047619	0.130036207
chr3	18140000	0.613340352	0.631578947	0.128948261
chr3	18145000	0.606410038	0.619047619	0.126110335
chr3	18150000	0.604523918	0.619047619	0.12729843
chr3	18155000	0.598889758	0.611111111	0.129570076
chr3	18160000	0.598719007	0.611111111	0.128544304
chr3	18165000	0.596074113	0.611111111	0.128797322
chr3	18170000	0.594989863	0.609903382	0.127064109
chr3	18175000	0.594361793	0.604347826	0.127630768
chr3	18180000	0.591935936	0.6	0.128191551
chr3	18185000	0.590083232	0.6	0.128410884
chr3	18190000	0.588149364	0.6	0.128009254
chr3	18195000	0.583755094	0.590909091	0.129005174
chr3	18200000	0.575870946	0.578947368	0.126511732
chr3	18205000	0.575834729	0.578947368	0.126850161
chr3	18210000	0.575993163	0.578947368	0.126955497
chr3	18215000	0.578188385	0.578947368	0.126171886
chr3	18220000	0.577061945	0.578947368	0.125210165
chr3	18225000	0.565737069	0.577935223	0.119760568
chr3	18230000	0.553858219	0.555555556	0.111847489
chr3	18235000	0.55657751	0.555555556	0.110153004
chr3	18240000	0.5515623	0.555555556	0.111776354
chr3	18245000	0.551094454	0.555555556	0.111158284
chr3	18250000	0.550538609	0.555555556	0.111255291
chr3	18255000	0.550003677	0.555555556	0.111851719
chr3	18260000	0.549275684	0.555555556	0.113516319
chr3	18265000	0.542594752	0.55	0.110256329
chr3	18270000	0.542903432	0.555555556	0.109537549
chr3	18275000	0.541970864	0.555555556	0.110170389
chr3	18280000	0.538513101	0.55	0.110315512
chr3	18285000	0.537231804	0.547727273	0.112330804
chr3	18290000	0.538942639	0.55	0.112395778
chr3	18295000	0.538215978	0.55	0.113344368
chr3	18300000	0.536323314	0.545454545	0.114656445
chr3	18305000	0.534069379	0.545454545	0.11327097
chr3	18310000	0.536235928	0.545454545	0.109775446
chr3	18315000	0.529747162	0.526315789	0.112782081
chr3	18320000	0.534516064	0.526315789	0.117691906
chr3	18325000	0.538995412	0.55	0.115353925
chr3	18330000	0.542826678	0.55	0.11817718
chr3	18335000	0.539545391	0.55	0.121028226
chr3	18340000	0.532058552	0.526315789	0.12181256
chr3	18345000	0.533072418	0.526315789	0.121489837
chr3	18350000	0.530404177	0.526315789	0.124079344
chr3	18355000	0.531089038	0.526315789	0.124585906
chr3	18360000	0.529408335	0.526315789	0.125331709
chr3	18365000	0.530466346	0.526315789	0.125774207
chr3	18370000	0.528673217	0.526315789	0.127988472
chr3	18375000	0.520719324	0.523809524	0.131449841
chr3	18380000	0.521850799	0.523809524	0.130761495
chr3	18385000	0.524479282	0.526315789	0.130922505
chr3	18390000	0.532517648	0.541666667	0.132435176
chr3	18395000	0.536256871	0.55	0.133185107
chr3	18400000	0.537247569	0.550862069	0.132743809
chr3	18405000	0.537711544	0.550862069	0.134596064
chr3	18410000	0.541888123	0.553639847	0.13622646
chr3	18415000	0.53992682	0.551724138	0.135263789
chr3	18420000	0.546910173	0.555555556	0.137590172
chr3	18425000	0.544659911	0.555555556	0.139845923
chr3	18430000	0.543363426	0.555555556	0.140033567
chr3	18435000	0.545778412	0.555555556	0.1417484
chr3	18440000	0.546777608	0.555555556	0.142564519
chr3	18445000	0.547424462	0.555555556	0.140926147
chr3	18450000	0.548432023	0.555555556	0.13871491
chr3	18455000	0.548067566	0.555555556	0.138566091
chr3	18460000	0.550529646	0.555555556	0.13920462
chr3	18465000	0.55148231	0.555555556	0.139306454
chr3	18470000	0.550315748	0.555555556	0.140740821
chr3	18475000	0.550299475	0.555555556	0.14095889
chr3	18480000	0.550277664	0.557777778	0.142069508
chr3	18485000	0.551253403	0.56	0.141041577
chr3	18490000	0.550087635	0.555555556	0.141588022
chr3	18495000	0.549961902	0.555555556	0.141530742
chr3	18500000	0.549527707	0.555555556	0.14172526
chr3	18505000	0.550137783	0.555555556	0.142199549
chr3	18510000	0.550001803	0.555555556	0.142629641
chr3	18515000	0.565550358	0.577935223	0.139450674
chr3	18520000	0.563035742	0.574175824	0.138011373
chr3	18525000	0.539511925	0.555555556	0.166204273
chr3	18530000	0.533368514	0.555555556	0.1693928
chr3	18535000	0.531630443	0.555555556	0.169119502
chr3	18540000	0.533453655	0.555555556	0.171920539
chr3	18545000	0.52802798	0.55	0.172407239
chr3	18550000	0.529436808	0.555555556	0.169330207
chr3	18555000	0.528160381	0.55	0.167921839
chr3	18560000	0.524299198	0.55	0.167427425
chr3	18565000	0.523223062	0.55	0.166411314
chr3	18570000	0.521005077	0.533991228	0.165275328
chr3	18575000	0.528856562	0.55	0.164655502
chr3	18580000	0.529260016	0.55	0.166307085
chr3	18585000	0.529765643	0.55	0.164792779
chr3	18590000	0.526472624	0.541666667	0.166540776
chr3	18595000	0.52482461	0.533991228	0.167413516
chr3	18600000	0.524297849	0.541666667	0.167980287
chr3	18605000	0.522313921	0.533991228	0.166897341
chr3	18610000	0.516399028	0.526315789	0.165672006
chr3	18615000	0.515436093	0.526315789	0.166264822
chr3	18620000	0.507327482	0.526315789	0.164599679
chr3	18625000	0.506610276	0.526315789	0.163908725
chr3	18630000	0.506932349	0.526315789	0.164450053
chr3	18635000	0.505905137	0.526315789	0.162956255
chr3	18640000	0.506577034	0.526315789	0.162451258
chr3	18645000	0.503936667	0.526315789	0.164610395
chr3	18650000	0.501234166	0.526315789	0.167860908
chr3	18655000	0.500784063	0.526315789	0.169084263
chr3	18660000	0.498046391	0.526315789	0.168328609
chr3	18665000	0.493052457	0.52173913	0.165533974
chr3	18670000	0.496965621	0.526315789	0.163063651
chr3	18675000	0.499642761	0.526315789	0.161821263
chr3	18680000	0.501233714	0.526315789	0.160894728
chr3	18685000	0.500840724	0.526315789	0.159663591
chr3	18690000	0.504854025	0.526315789	0.158063768
chr3	18695000	0.504696332	0.526315789	0.15664889
chr3	18700000	0.508875091	0.526315789	0.156768617
chr3	18705000	0.5082159	0.526315789	0.156837858
chr3	18710000	0.509924615	0.526315789	0.157518532
chr3	18715000	0.491182458	0.523809524	0.154893511
chr3	18720000	0.497385214	0.526315789	0.158358339
chr3	18725000	0.518063102	0.526315789	0.134792788
chr3	18730000	0.518084945	0.526315789	0.133766959
chr3	18735000	0.522837603	0.526315789	0.130026611
chr3	18740000	0.523391169	0.526315789	0.128906156
chr3	18745000	0.537938223	0.55	0.127488725
chr3	18750000	0.53914242	0.55	0.12917459
chr3	18755000	0.538132521	0.55	0.130978311
chr3	18760000	0.542437537	0.55	0.131094035
chr3	18765000	0.53919603	0.555555556	0.138602541
chr3	18770000	0.543608183	0.555555556	0.138221652
chr3	18775000	0.54209852	0.555555556	0.138270392
chr3	18780000	0.544213724	0.555555556	0.137499548
chr3	18785000	0.540342611	0.555555556	0.137063136
chr3	18790000	0.537259126	0.555555556	0.135635568
chr3	18795000	0.53568731	0.555555556	0.13570055
chr3	18800000	0.535697059	0.555555556	0.135380958
chr3	18805000	0.52969578	0.55	0.137216857
chr3	18810000	0.53471296	0.555555556	0.135466722
chr3	18815000	0.533668463	0.555555556	0.135219566
chr3	18820000	0.533679339	0.555555556	0.135257399
chr3	18825000	0.534769108	0.555555556	0.135448311
chr3	18830000	0.537214697	0.555555556	0.135637283
chr3	18835000	0.525758901	0.55	0.136800783
chr3	18840000	0.525544459	0.55	0.136260039
chr3	18845000	0.523640051	0.545454545	0.136859471
chr3	18850000	0.524098023	0.545454545	0.136064905
chr3	18855000	0.52570779	0.545454545	0.138167374
chr3	18860000	0.526231875	0.55	0.137729912
chr3	18865000	0.530234215	0.555555556	0.138397113
chr3	18870000	0.530375417	0.555555556	0.138539257
chr3	18875000	0.529570805	0.555555556	0.138519465
chr3	18880000	0.529329883	0.55	0.138489332
chr3	18885000	0.529934434	0.555555556	0.139376424
chr3	18890000	0.52828149	0.55	0.139522083
chr3	18895000	0.530263604	0.555555556	0.140131263
chr3	18900000	0.527330923	0.55	0.139935303
chr3	18905000	0.525981239	0.55	0.139872244
chr3	18910000	0.524359312	0.55	0.138915425
chr3	18915000	0.526600651	0.55	0.138060826
chr3	18920000	0.521075035	0.545454545	0.133161052
chr3	18925000	0.521423578	0.55	0.132101398
chr3	18930000	0.523403555	0.55	0.131811422
chr3	18935000	0.522530377	0.547727273	0.132326722
chr3	18940000	0.520366695	0.547727273	0.134095365
chr3	18945000	0.509176734	0.526315789	0.132474452
chr3	18950000	0.508077536	0.526315789	0.131730187
chr3	18955000	0.51239532	0.53452381	0.131101288
chr3	18960000	0.513866863	0.535714286	0.128594705
chr3	18965000	0.519250345	0.543560606	0.121066093
chr3	18970000	0.518459447	0.538690476	0.121340656
chr3	18975000	0.517644833	0.541666667	0.121176459
chr3	18980000	0.510153047	0.526315789	0.116983308
chr3	18985000	0.511368673	0.526315789	0.11937429
chr3	18990000	0.511405139	0.526315789	0.118475442
chr3	18995000	0.51309652	0.526315789	0.118130994
chr3	19000000	0.512179439	0.526315789	0.118328064
chr3	19005000	0.519670496	0.526315789	0.114081666
chr3	19010000	0.503838704	0.510869565	0.126865217
chr3	19015000	0.501712866	0.52173913	0.132588829
chr3	19020000	0.501085474	0.52	0.13257155
chr3	19025000	0.501085474	0.52	0.13257155
chr3	19030000	0.491992313	0.5	0.13010125
chr3	19035000	0.513879121	0.526315789	0.132620741
chr3	19040000	0.512352982	0.525062657	0.135212279
chr3	19045000	0.517738807	0.523809524	0.128845327
chr3	19050000	0.522041341	0.523809524	0.132384941
chr3	19055000	0.513347718	0.523809524	0.133158337
chr3	19060000	0.514586549	0.525062657	0.128768391
chr3	19065000	0.513170243	0.523809524	0.128117349
chr3	19070000	0.509679796	0.520869565	0.126448292
chr3	19075000	0.508537416	0.51	0.127053635
chr3	19080000	0.507281625	0.5	0.1279299
chr3	19085000	0.504396158	0.5	0.128632054
chr3	19090000	0.500808513	0.5	0.129478301
chr3	19095000	0.498197058	0.5	0.128622392
chr3	19100000	0.512043585	0.52	0.130916792
chr3	19105000	0.515682528	0.52173913	0.1304933
chr3	19110000	0.515007208	0.52173913	0.131077109
chr3	19115000	0.518505391	0.522774327	0.132962352
chr3	19120000	0.519287539	0.52173913	0.133764276
chr3	19125000	0.519339267	0.52173913	0.134642219
chr3	19130000	0.520412125	0.52173913	0.133922982
chr3	19135000	0.519472694	0.52173913	0.13282687
chr3	19140000	0.523796853	0.52173913	0.133768775
chr3	19145000	0.521486321	0.52173913	0.135101071
chr3	19150000	0.522376236	0.52173913	0.134807822
chr3	19155000	0.517824484	0.52	0.13431242
chr3	19160000	0.51726212	0.520869565	0.136213849
chr3	19165000	0.518982796	0.52173913	0.137174008
chr3	19170000	0.515655257	0.52	0.136402097
chr3	19175000	0.515351575	0.52	0.135586875
chr3	19180000	0.521683091	0.52173913	0.139994218
chr3	19185000	0.520903071	0.520869565	0.139882298
chr3	19190000	0.520769738	0.52173913	0.140198208
chr3	19195000	0.525041487	0.526315789	0.140738464
chr3	19200000	0.525412772	0.526315789	0.140366161
