Chromosome	Topology	Weights
Chr3	Topology2	0.292
Chr3	Topology2	0.2923
Chr3	Topology2	0.2906
Chr3	Topology2	0.2963
Chr3	Topology2	0.2939
Chr3	Topology2	0.3014
Chr3	Topology2	0.2856
Chr3	Topology2	0.2895
Chr3	Topology2	0.2874
Chr3	Topology2	0.2916
Chr3	Topology2	0.2955
Chr3	Topology2	0.2867
Chr3	Topology2	0.2854
Chr3	Topology2	0.2881
Chr3	Topology2	0.2854
Chr3	Topology2	0.2914
Chr3	Topology2	0.2907
Chr3	Topology2	0.2886
Chr3	Topology2	0.2927
Chr3	Topology2	0.2894
Chr3	Topology2	0.2976
Chr3	Topology2	0.2826
Chr3	Topology2	0.2882
Chr3	Topology2	0.2916
Chr3	Topology2	0.2926
Chr3	Topology2	0.2922
Chr3	Topology2	0.2914
Chr3	Topology2	0.2834
Chr3	Topology2	0.2924
Chr3	Topology2	0.277
Chr3	Topology2	0.2876
Chr3	Topology2	0.3028
Chr3	Topology2	0.2897
Chr3	Topology2	0.295
Chr3	Topology2	0.2842
Chr3	Topology2	0.2984
Chr3	Topology2	0.2875
Chr3	Topology2	0.287
Chr3	Topology2	0.291
Chr3	Topology2	0.2906
Chr3	Topology2	0.2923
Chr3	Topology2	0.2864
Chr3	Topology2	0.2947
Chr3	Topology2	0.3146
Chr3	Topology2	0.2946
Chr3	Topology2	0.2924
Chr3	Topology2	0.2868
Chr3	Topology2	0.2874
Chr3	Topology2	0.2916
Chr3	Topology2	0.2957
Chr3	Topology2	0.2936
Chr3	Topology2	0.2927
Chr3	Topology2	0.2906
Chr3	Topology2	0.2937
Chr3	Topology2	0.2859
Chr3	Topology2	0.2961
Chr3	Topology2	0.2873
Chr3	Topology2	0.2888
Chr3	Topology2	0.2908
Chr3	Topology2	0.2952
Chr3	Topology2	0.2791
Chr3	Topology2	0.2999
Chr3	Topology2	0.2832
Chr3	Topology2	0.2923
Chr3	Topology2	0.2959
Chr3	Topology2	0.2928
Chr3	Topology2	0.2898
Chr3	Topology2	0.2864
Chr3	Topology2	0.2891
Chr3	Topology2	0.3045
Chr3	Topology2	0.2868
Chr3	Topology2	0.2932
Chr3	Topology2	0.2972
Chr3	Topology2	0.2952
Chr3	Topology2	0.2944
Chr3	Topology2	0.288
Chr3	Topology2	0.293
Chr3	Topology2	0.2902
Chr3	Topology2	0.2888
Chr3	Topology2	0.2932
Chr3	Topology2	0.2868
Chr3	Topology2	0.3053
Chr3	Topology2	0.2906
Chr3	Topology2	0.2906
Chr3	Topology2	0.271011789
Chr3	Topology2	0.2993
Chr3	Topology2	0.2929
Chr3	Topology2	0.2919
Chr3	Topology2	0.2933
Chr3	Topology2	0.2865
Chr3	Topology2	0.2909
Chr3	Topology2	0.2987
Chr3	Topology2	0.267819012
Chr3	Topology2	0.2849
Chr3	Topology2	0.2948
Chr3	Topology2	0.289
Chr3	Topology2	0.2952
Chr3	Topology2	0.2959
Chr3	Topology2	0.2885
Chr3	Topology2	0.2975
Chr3	Topology2	0.2937
Chr3	Topology2	0.2882
Chr3	Topology2	0.283
Chr3	Topology2	0.2931
Chr3	Topology2	0.2876
Chr3	Topology2	0.294
Chr3	Topology2	0.2867
Chr3	Topology2	0.2866
Chr3	Topology2	0.3338
Chr3	Topology2	0.2898
Chr3	Topology2	0.2966
Chr3	Topology2	0.2841
Chr3	Topology2	0.2961
Chr3	Topology2	0.2873
Chr3	Topology2	0.29
Chr3	Topology2	0.2929
Chr3	Topology2	0.2808
Chr3	Topology2	0.2893
Chr3	Topology2	0.2868
Chr3	Topology2	0.2918
Chr3	Topology2	0.2893
Chr3	Topology2	0.2901
Chr3	Topology2	0.2906
Chr3	Topology2	0.2909
Chr3	Topology2	0.2851
Chr3	Topology2	0.29
Chr3	Topology2	0.2917
Chr3	Topology2	0.2875
Chr3	Topology2	0.2927
Chr3	Topology2	0.2948
Chr3	Topology2	0.2919
Chr3	Topology2	0.2935
Chr3	Topology2	0.2823
Chr3	Topology2	0.293
Chr3	Topology2	0.284
Chr3	Topology2	0.286
Chr3	Topology2	0.2958
Chr3	Topology2	0.292
Chr3	Topology2	0.2859
Chr3	Topology2	0.2906
Chr3	Topology2	0.295
Chr3	Topology2	0.2842
Chr3	Topology2	0.2984
Chr3	Topology2	0.2914
Chr3	Topology2	0.2923
Chr3	Topology2	0.2957
Chr3	Topology2	0.2838
Chr3	Topology2	0.297
Chr3	Topology2	0.2801
Chr3	Topology2	0.289
Chr3	Topology2	0.2949
Chr3	Topology2	0.2924
Chr3	Topology2	0.2894
Chr3	Topology2	0.2885
Chr3	Topology2	0.2923
Chr3	Topology2	0.292
Chr3	Topology2	0.2905
Chr3	Topology2	0.2908
Chr3	Topology2	0.289
Chr3	Topology2	0.2912
Chr3	Topology2	0.2906
Chr3	Topology2	0.2942
Chr3	Topology2	0.2879
Chr3	Topology2	0.2914
Chr3	Topology2	0.2899
Chr3	Topology2	0.3016
Chr3	Topology2	0.2999
Chr3	Topology2	0.285
Chr3	Topology2	0.2894
Chr3	Topology2	0.2977
Chr3	Topology2	0.2827
Chr3	Topology2	0.2874
Chr3	Topology2	0.2935
Chr3	Topology2	0.2881
Chr3	Topology2	0.2936
Chr3	Topology2	0.29
Chr3	Topology2	0.2912
Chr3	Topology2	0.303
Chr3	Topology2	0.2902
Chr3	Topology2	0.2819
Chr3	Topology2	0.2898
Chr3	Topology2	0.2906
Chr3	Topology2	0.294
Chr3	Topology2	0.269896058
Chr3	Topology2	0.283
Chr3	Topology2	0.3089
Chr3	Topology2	0.2971
Chr3	Topology2	0.2923
Chr3	Topology2	0.3322
Chr3	Topology2	0.3071
Chr3	Topology2	0.2922
Chr3	Topology2	0.2949
Chr3	Topology2	0.2851
Chr3	Topology2	0.2941
Chr3	Topology2	0.2946
Chr3	Topology2	0.2809
Chr3	Topology2	0.2843
Chr3	Topology2	0.2945
Chr3	Topology2	0.2917
Chr3	Topology2	0.2803
Chr3	Topology2	0.2974
Chr3	Topology2	0.2871
Chr3	Topology2	0.2962
Chr3	Topology2	0.282
Chr3	Topology2	0.2825
Chr3	Topology2	0.296
Chr3	Topology2	0.2905
Chr3	Topology2	0.2852
Chr3	Topology2	0.2912
Chr3	Topology2	0.2922
Chr3	Topology2	0.2902
Chr3	Topology2	0.2871
Chr3	Topology2	0.2962
Chr3	Topology2	0.2876
Chr3	Topology2	0.2968
Chr3	Topology2	0.340264774
Chr3	Topology2	0.2934
Chr3	Topology2	0.2862
Chr3	Topology2	0.2936
Chr3	Topology2	0.2858
Chr3	Topology2	0.2864
Chr3	Topology2	0.2911
Chr3	Topology2	0.2959
Chr3	Topology2	0.2899
Chr3	Topology2	0.2909
Chr3	Topology2	0.2927
Chr3	Topology2	0.2945
Chr3	Topology2	0.277
Chr3	Topology2	0.2818
Chr3	Topology2	0.2904
Chr3	Topology2	0.2997
Chr3	Topology2	0.2918
Chr3	Topology2	0.2853
Chr3	Topology2	0.3
Chr3	Topology2	0.3122
Chr3	Topology2	0.2936
Chr3	Topology2	0.2924
Chr3	Topology2	0.2981
Chr3	Topology2	0.2876
Chr3	Topology2	0.2852
Chr3	Topology2	0.2958
Chr3	Topology2	0.2888
Chr3	Topology2	0.2857
Chr4	Topology2	0.2909
Chr4	Topology2	0.2973
Chr4	Topology2	0.2946
Chr4	Topology2	0.2934
Chr4	Topology2	0.2927
Chr4	Topology2	0.2835
Chr4	Topology2	0.2968
Chr4	Topology2	0.2854
Chr4	Topology2	0.2838
Chr4	Topology2	0.2868
Chr4	Topology2	0.2921
Chr4	Topology2	0.2806
Chr4	Topology2	0.2876
Chr4	Topology2	0.2889
Chr4	Topology2	0.291
Chr4	Topology2	0.2937
Chr4	Topology2	0.29
Chr4	Topology2	0.2926
Chr4	Topology2	0.2856
Chr4	Topology2	0.2894
Chr4	Topology2	0.2868
Chr4	Topology2	0.2962
Chr4	Topology2	0.2929
Chr4	Topology2	0.2919
Chr4	Topology2	0.2913
Chr4	Topology2	0.2919
Chr4	Topology2	0.2955
Chr4	Topology2	0.2932
Chr4	Topology2	0.2938
Chr4	Topology2	0.2873
Chr4	Topology2	0.2939
Chr4	Topology2	0.2875
Chr4	Topology2	0.2878
Chr4	Topology2	0.2944
Chr4	Topology2	0.2853
Chr4	Topology2	0.2877
Chr4	Topology2	0.2873
Chr4	Topology2	0.2856
Chr4	Topology2	0.2921
Chr4	Topology2	0.2886
Chr4	Topology2	0.2945
Chr4	Topology2	0.2905
Chr4	Topology2	0.2925
Chr4	Topology2	0.2853
Chr4	Topology2	0.2776
Chr4	Topology2	0.295
Chr4	Topology2	0.2948
Chr4	Topology2	0.298
Chr4	Topology2	0.2995
Chr4	Topology2	0.2945
Chr4	Topology2	0.3019
Chr4	Topology2	0.2904
Chr4	Topology2	0.2873
Chr4	Topology2	0.2985
Chr4	Topology2	0.292
Chr4	Topology2	0.292
Chr4	Topology2	0.2896
Chr4	Topology2	0.2935
Chr4	Topology2	0.2936
Chr4	Topology2	0.2929
Chr4	Topology2	0.2914
Chr4	Topology2	0.2875
Chr4	Topology2	0.2864
Chr4	Topology2	0.2824
Chr4	Topology2	0.2927
Chr4	Topology2	0.2984
Chr4	Topology2	0.2939
Chr4	Topology2	0.2893
Chr4	Topology2	0.29
Chr4	Topology2	0.2934
Chr4	Topology2	0.2932
Chr4	Topology2	0.2884
Chr4	Topology2	0.2921
Chr4	Topology2	0.2901
Chr4	Topology2	0.2937
Chr4	Topology2	0.2837
Chr4	Topology2	0.2965
Chr4	Topology2	0.2945
Chr4	Topology2	0.2988
Chr4	Topology2	0.2865
Chr4	Topology2	0.2877
Chr4	Topology2	0.2878
Chr4	Topology2	0.2906
Chr4	Topology2	0.3032
Chr4	Topology2	0.2915
Chr4	Topology2	0.2884
Chr4	Topology2	0.2909
Chr4	Topology2	0.2901
Chr4	Topology2	0.2881
Chr4	Topology2	0.2969
Chr4	Topology2	0.2909
Chr4	Topology2	0.2828
Chr4	Topology2	0.2875
Chr4	Topology2	0.2882
Chr4	Topology2	0.2885
Chr4	Topology2	0.2986
Chr4	Topology2	0.2918
Chr4	Topology2	0.2964
Chr4	Topology2	0.2961
Chr4	Topology2	0.2861
Chr4	Topology2	0.2938
Chr4	Topology2	0.2968
Chr4	Topology2	0.2916
Chr4	Topology2	0.2946
Chr4	Topology2	0.2969
Chr4	Topology2	0.2872
Chr4	Topology2	0.2917
Chr4	Topology2	0.2895
Chr4	Topology2	0.2808
Chr4	Topology2	0.278204924
Chr4	Topology2	0.2919
Chr4	Topology2	0.3071
Chr4	Topology2	0.2963
Chr4	Topology2	0.2897
Chr4	Topology2	0.2941
Chr4	Topology2	0.2901
Chr4	Topology2	0.2924
Chr4	Topology2	0.2868
Chr4	Topology2	0.2814
Chr4	Topology2	0.2922
Chr4	Topology2	0.291
Chr4	Topology2	0.2909
Chr4	Topology2	0.2961
Chr4	Topology2	0.2873
Chr4	Topology2	0.293
Chr4	Topology2	0.2932
Chr4	Topology2	0.2925
Chr4	Topology2	0.2904
Chr4	Topology2	0.2882
Chr4	Topology2	0.2821
Chr4	Topology2	0.2889
Chr4	Topology2	0.2885
Chr4	Topology2	0.2964
Chr4	Topology2	0.2962
Chr4	Topology2	0.2881
Chr4	Topology2	0.2929
Chr4	Topology2	0.2884
Chr4	Topology2	0.2974
Chr4	Topology2	0.2976
Chr4	Topology2	0.2933
Chr4	Topology2	0.2882
Chr4	Topology2	0.2811
Chr4	Topology2	0.2899
Chr4	Topology2	0.2878
Chr4	Topology2	0.2891
Chr4	Topology2	0.2953
Chr4	Topology2	0.2916
Chr4	Topology2	0.2871
Chr4	Topology2	0.295
Chr4	Topology2	0.272572118
Chr4	Topology2	0.2843
Chr4	Topology2	0.2934
Chr4	Topology2	0.2911
Chr4	Topology2	0.2916
Chr4	Topology2	0.2869
Chr4	Topology2	0.2827
Chr4	Topology2	0.2943
Chr4	Topology2	0.2925
Chr4	Topology2	0.2891
Chr4	Topology2	0.2874
Chr4	Topology2	0.2884
Chr4	Topology2	0.2868
Chr4	Topology2	0.288
Chr4	Topology2	0.2868
Chr4	Topology2	0.2947
Chr4	Topology2	0.2952
Chr4	Topology2	0.2876
Chr4	Topology2	0.2885
Chr4	Topology2	0.2905
Chr4	Topology2	0.294
Chr4	Topology2	0.2873
Chr4	Topology2	0.281
Chr4	Topology2	0.2822
Chr4	Topology2	0.2957
Chr4	Topology2	0.289
Chr4	Topology2	0.2966
Chr4	Topology2	0.2905
Chr4	Topology2	0.2928
Chr4	Topology2	0.2899
Chr4	Topology2	0.2905
Chr4	Topology2	0.2926
Chr4	Topology2	0.2889
Chr4	Topology2	0.2881
Chr4	Topology2	0.2855
Chr4	Topology2	0.2778
Chr4	Topology2	0.2946
Chr4	Topology2	0.3048
Chr4	Topology2	0.2877
Chr4	Topology2	0.2897
Chr4	Topology2	0.291
Chr4	Topology2	0.2958
Chr4	Topology2	0.2994
Chr4	Topology2	0.2934
Chr4	Topology2	0.2897
Chr4	Topology2	0.2956
Chr4	Topology2	0.2923
Chr4	Topology2	0.2868
Chr4	Topology2	0.2897
Chr4	Topology2	0.3009
Chr4	Topology2	0.2925
Chr4	Topology2	0.2966
Chr4	Topology2	0.29
Chr4	Topology2	0.2953
Chr4	Topology2	0.2756
Chr4	Topology2	0.2877
Chr4	Topology2	0.2885
Chr4	Topology2	0.2878
Chr4	Topology2	0.2955
Chr4	Topology2	0.2846
Chr4	Topology2	0.2871
Chr4	Topology2	0.298
Chr4	Topology2	0.2933
Chr4	Topology2	0.2927
Chr4	Topology2	0.2843
Chr4	Topology2	0.2952
Chr4	Topology2	0.2899
Chr4	Topology2	0.2893
Chr4	Topology2	0.2855
Chr4	Topology2	0.2962
Chr4	Topology2	0.2985
Chr4	Topology2	0.292
Chr4	Topology2	0.2889
Chr4	Topology2	0.2879
Chr4	Topology2	0.2839
Chr4	Topology2	0.2864
Chr4	Topology2	0.3002
Chr4	Topology2	0.291
Chr4	Topology2	0.2808
Chr4	Topology2	0.2897
Chr4	Topology2	0.2814
Chr4	Topology2	0.2931
Chr4	Topology2	0.2926
Chr4	Topology2	0.2942
Chr4	Topology2	0.2807
Chr4	Topology2	0.2823
Chr4	Topology2	0.2935
Chr4	Topology2	0.2829
Chr4	Topology2	0.2851
Chr4	Topology2	0.2922
Chr4	Topology2	0.2919
Chr4	Topology2	0.2877
Chr4	Topology2	0.2869
Chr4	Topology2	0.2834
Chr4	Topology2	0.2825
Chr4	Topology2	0.2894
Chr4	Topology2	0.2943
Chr4	Topology2	0.2939
Chr4	Topology2	0.2892
Chr4	Topology2	0.2944
Chr4	Topology2	0.2918
Chr4	Topology2	0.2951
Chr4	Topology2	0.2833
Chr4	Topology2	0.2843
Chr4	Topology2	0.2857
Chr4	Topology2	0.2986
Chr4	Topology2	0.2907
Chr4	Topology2	0.2949
Chr4	Topology2	0.2823
Chr4	Topology2	0.2928
Chr4	Topology2	0.2856
Chr4	Topology2	0.2932
Chr4	Topology2	0.293
Chr4	Topology2	0.2883
Chr4	Topology2	0.2942
Chr4	Topology2	0.2951
Chr4	Topology2	0.3043
Chr4	Topology2	0.2966
Chr4	Topology2	0.2931
Chr4	Topology2	0.2917
Chr4	Topology2	0.3021
Chr4	Topology2	0.2844
Chr4	Topology2	0.2867
Chr4	Topology2	0.2905
Chr4	Topology2	0.2884
Chr4	Topology2	0.2925
Chr4	Topology2	0.2949
Chr4	Topology2	0.293
Chr4	Topology2	0.3007
Chr4	Topology2	0.288
Chr4	Topology2	0.3189
Chr4	Topology2	0.286
Chr4	Topology2	0.2882
Chr4	Topology2	0.2906
Chr4	Topology2	0.286
Chr4	Topology2	0.2826
Chr4	Topology2	0.2976
Chr4	Topology2	0.2939
Chr4	Topology2	0.2909
Chr4	Topology2	0.2912
Chr4	Topology2	0.2898
Chr4	Topology2	0.2836
Chr4	Topology2	0.2918
Chr4	Topology2	0.2849
Chr4	Topology2	0.2883
Chr4	Topology2	0.2953
Chr4	Topology2	0.2914
Chr4	Topology2	0.2912
Chr4	Topology2	0.2845
Chr4	Topology2	0.2905
Chr4	Topology2	0.269896058
Chr4	Topology2	0.2915
Chr4	Topology2	0.2967
Chr4	Topology2	0.2849
Chr4	Topology2	0.2897
Chr4	Topology2	0.2852
Chr4	Topology2	0.2908
Chr4	Topology2	0.2923
Chr4	Topology2	0.2903
Chr4	Topology2	0.2886
Chr4	Topology2	0.2931
Chr4	Topology2	0.300920679
Chr4	Topology2	0.2948
Chr4	Topology2	0.2972
Chr4	Topology2	0.2837
Chr4	Topology2	0.2894
Chr4	Topology2	0.2912
Chr4	Topology2	0.3
Chr4	Topology2	0.2871
Chr4	Topology2	0.2976
Chr4	Topology2	0.2924
Chr4	Topology2	0.2974
Chr4	Topology2	0.2915
Chr4	Topology2	0.2817
Chr4	Topology2	0.2896
Chr4	Topology2	0.2866
Chr4	Topology2	0.2892
Chr4	Topology2	0.2975
Chr4	Topology2	0.2845
Chr4	Topology2	0.29
Chr4	Topology2	0.2881
Chr4	Topology2	0.2869
Chr4	Topology2	0.2911
Chr4	Topology2	0.2862
Chr4	Topology2	0.292
Chr4	Topology2	0.2879
Chr4	Topology2	0.2959
Chr4	Topology2	0.29
Chr4	Topology2	0.2953
Chr4	Topology2	0.2907
Chr4	Topology2	0.2887
Chr4	Topology2	0.29
Chr4	Topology2	0.2913
Chr4	Topology2	0.2859
Chr4	Topology2	0.2978
Chr4	Topology2	0.2961
Chr4	Topology2	0.294
Chr4	Topology2	0.2938
Chr4	Topology2	0.2865
Chr4	Topology2	0.2946
Chr4	Topology2	0.2878
Chr4	Topology2	0.2883
Chr4	Topology2	0.2898
Chr4	Topology2	0.2963
Chr4	Topology2	0.2925
Chr4	Topology2	0.2984
Chr4	Topology2	0.2928
Chr4	Topology2	0.2915
Chr4	Topology2	0.292
Chr4	Topology2	0.2886
Chr4	Topology2	0.2874
Chr4	Topology2	0.3003
Chr4	Topology2	0.2939
Chr4	Topology2	0.2891
Chr4	Topology2	0.2937
Chr4	Topology2	0.3026
Chr4	Topology2	0.2912
Chr4	Topology2	0.2935
Chr4	Topology2	0.2906
Chr4	Topology2	0.2932
Chr4	Topology2	0.2892
Chr4	Topology2	0.2879
Chr4	Topology2	0.2907
Chr4	Topology2	0.2877
Chr4	Topology2	0.2883
Chr4	Topology2	0.2828
Chr4	Topology2	0.2939
Chr4	Topology2	0.2925
Chr4	Topology2	0.2906
Chr4	Topology2	0.2875
Chr4	Topology2	0.2967
Chr4	Topology2	0.2915
Chr4	Topology2	0.2865
Chr4	Topology2	0.285
Chr4	Topology2	0.2904
Chr4	Topology2	0.2893
Chr4	Topology2	0.2901
Chr4	Topology2	0.2897
Chr4	Topology2	0.2846
Chr4	Topology2	0.2908
Chr4	Topology2	0.269264107
Chr4	Topology2	0.2906
Chr4	Topology2	0.278204924
Chr4	Topology2	0.2913
Chr4	Topology2	0.2894
Chr4	Topology2	0.2863
Chr4	Topology2	0.2892
Chr4	Topology2	0.2886
Chr4	Topology2	0.2913
Chr4	Topology2	0.2871
Chr4	Topology2	0.2956
Chr4	Topology2	0.2917
Chr4	Topology2	0.2799
Chr4	Topology2	0.2889
Chr4	Topology2	0.2976
Chr4	Topology2	0.293
Chr4	Topology2	0.2933
Chr4	Topology2	0.2895
Chr4	Topology2	0.2844
Chr4	Topology2	0.2895
Chr4	Topology2	0.292
Chr4	Topology2	0.2854
Chr4	Topology2	0.2784
Chr4	Topology2	0.3006
Chr4	Topology2	0.2907
Chr4	Topology2	0.2934
Chr4	Topology2	0.2887
Chr4	Topology2	0.2944
Chr4	Topology2	0.2875
Chr4	Topology2	0.2948
Chr4	Topology2	0.2874
Chr4	Topology2	0.2887
Chr4	Topology2	0.2903
Chr4	Topology2	0.2968
Chr4	Topology2	0.2877
Chr4	Topology2	0.2935
Chr4	Topology2	0.278204924
Chr4	Topology2	0.2941
Chr4	Topology2	0.2934
Chr4	Topology2	0.2948
Chr4	Topology2	0.2924
Chr4	Topology2	0.293
Chr4	Topology2	0.2929
Chr4	Topology2	0.2942
Chr4	Topology2	0.2868
Chr4	Topology2	0.2875
Chr4	Topology2	0.2972
Chr4	Topology2	0.2907
Chr4	Topology2	0.2929
Chr4	Topology2	0.2888
Chr4	Topology2	0.292
Chr4	Topology2	0.2946
Chr4	Topology2	0.2903
Chr4	Topology2	0.2866
Chr4	Topology2	0.2874
Chr4	Topology2	0.2919
Chr4	Topology2	0.2915
Chr4	Topology2	0.2979
Chr4	Topology2	0.2939
Chr4	Topology2	0.2954
Chr4	Topology2	0.2901
Chr4	Topology2	0.2958
Chr4	Topology2	0.2892
Chr4	Topology2	0.2866
Chr4	Topology2	0.29
Chr4	Topology2	0.2883
Chr4	Topology2	0.2916
Chr4	Topology2	0.3024
Chr4	Topology2	0.2948
Chr4	Topology2	0.3018
Chr4	Topology2	0.2889
Chr4	Topology2	0.2906
Chr4	Topology2	0.2901
Chr4	Topology2	0.2935
Chr4	Topology2	0.2942
Chr4	Topology2	0.2963
Chr4	Topology2	0.2915
Chr4	Topology2	0.2866
Chr4	Topology2	0.294
Chr4	Topology2	0.2874
Chr4	Topology2	0.2849
Chr4	Topology2	0.2929
Chr4	Topology2	0.2872
Chr4	Topology2	0.2927
Chr4	Topology2	0.2898
Chr4	Topology2	0.2892
Chr4	Topology2	0.285
Chr4	Topology2	0.2931
Chr4	Topology2	0.2959
Chr4	Topology2	0.2913
Chr4	Topology2	0.2916
Chr4	Topology2	0.2935
Chr4	Topology2	0.2933
Chr4	Topology2	0.2906
Chr4	Topology2	0.2855
Chr4	Topology2	0.2901
Chr4	Topology2	0.2869
Chr4	Topology2	0.2968
Chr4	Topology2	0.292
Chr4	Topology2	0.2954
Chr4	Topology2	0.29
Chr4	Topology2	0.2843
Chr4	Topology2	0.2909
Chr4	Topology2	0.2888
Chr4	Topology2	0.2915
Chr4	Topology2	0.2923
Chr4	Topology2	0.2988
Chr4	Topology2	0.2907
Chr4	Topology2	0.2919
Chr4	Topology2	0.293
Chr4	Topology2	0.284
Chr4	Topology2	0.2917
Chr4	Topology2	0.2872
Chr4	Topology2	0.2864
Chr4	Topology2	0.2933
Chr4	Topology2	0.2917
Chr4	Topology2	0.2917
Chr4	Topology2	0.2964
Chr4	Topology2	0.2965
Chr4	Topology2	0.2887
Chr4	Topology2	0.2962
Chr4	Topology2	0.301
Chr4	Topology2	0.2975
Chr4	Topology2	0.2946
Chr4	Topology2	0.2871
Chr4	Topology2	0.2876
Chr4	Topology2	0.2869
Chr4	Topology2	0.2892
Chr4	Topology2	0.2906
Chr4	Topology2	0.2865
Chr4	Topology2	0.2856
Chr4	Topology2	0.287
Chr4	Topology2	0.292
Chr4	Topology2	0.2856
Chr4	Topology2	0.2919
Chr4	Topology2	0.2952
Chr4	Topology2	0.2894
Chr4	Topology2	0.2968
Chr4	Topology2	0.2879
Chr4	Topology2	0.2865
Chr4	Topology2	0.3038
Chr4	Topology2	0.2978
Chr4	Topology2	0.2876
Chr4	Topology2	0.2955
Chr4	Topology2	0.2956
Chr4	Topology2	0.2978
Chr4	Topology2	0.2905
Chr4	Topology2	0.2917
Chr4	Topology2	0.2968
Chr4	Topology2	0.2875
Chr4	Topology2	0.2973
Chr4	Topology2	0.2903
Chr4	Topology2	0.2887
Chr4	Topology2	0.2986
Chr4	Topology2	0.2867
Chr4	Topology2	0.2909
Chr4	Topology2	0.2875
Chr4	Topology2	0.2876
Chr4	Topology2	0.2814
Chr4	Topology2	0.2899
Chr4	Topology2	0.2915
Chr4	Topology2	0.294
Chr4	Topology2	0.2921
Chr4	Topology2	0.2974
Chr4	Topology2	0.2917
Chr4	Topology2	0.3026
Chr4	Topology2	0.29
Chr4	Topology2	0.2942
Chr4	Topology2	0.2999
Chr4	Topology2	0.296
Chr4	Topology2	0.2872
Chr4	Topology2	0.2923
Chr4	Topology2	0.2928
Chr4	Topology2	0.2909
Chr4	Topology2	0.2868
Chr4	Topology2	0.2916
Chr4	Topology2	0.293
Chr4	Topology2	0.2874
Chr4	Topology2	0.2862
Chr4	Topology2	0.2881
Chr4	Topology2	0.2878
Chr4	Topology2	0.2941
Chr4	Topology2	0.2882
Chr4	Topology2	0.2971
Chr4	Topology2	0.2999
Chr4	Topology2	0.2883
Chr4	Topology2	0.2944
Chr4	Topology2	0.2975
Chr4	Topology2	0.2999
Chr4	Topology2	0.2921
Chr4	Topology2	0.283
Chr4	Topology2	0.2807
Chr4	Topology2	0.2918
Chr4	Topology2	0.2951
Chr4	Topology2	0.2887
Chr4	Topology2	0.2912
Chr4	Topology2	0.2894
Chr4	Topology2	0.2913
Chr4	Topology2	0.2875
Chr4	Topology2	0.2917
Chr4	Topology2	0.2866
Chr4	Topology2	0.2884
Chr4	Topology2	0.2966
Chr4	Topology2	0.2914
Chr4	Topology2	0.2832
Chr4	Topology2	0.2887
Chr4	Topology2	0.299
Chr4	Topology2	0.2845
Chr4	Topology2	0.2889
Chr4	Topology2	0.2853
Chr4	Topology2	0.2929
Chr4	Topology2	0.2894
Chr4	Topology2	0.2859
Chr4	Topology2	0.2822
Chr4	Topology2	0.293
Chr4	Topology2	0.2872
Chr4	Topology2	0.2897
Chr4	Topology2	0.2856
Chr4	Topology2	0.3013
Chr4	Topology2	0.2925
Chr4	Topology2	0.2952
Chr4	Topology2	0.2816
Chr4	Topology2	0.2866
Chr4	Topology2	0.297
Chr4	Topology2	0.2861
Chr4	Topology2	0.2935
Chr4	Topology2	0.2858
Chr4	Topology2	0.2886
Chr4	Topology2	0.2886
Chr4	Topology2	0.2922
Chr4	Topology2	0.2935
Chr4	Topology2	0.2781
Chr4	Topology2	0.2913
Chr4	Topology2	0.2813
Chr4	Topology2	0.2876
Chr4	Topology2	0.2872
Chr4	Topology2	0.2938
Chr4	Topology2	0.2904
Chr4	Topology2	0.2912
Chr4	Topology2	0.2915
Chr4	Topology2	0.2871
Chr4	Topology2	0.2923
Chr4	Topology2	0.2913
Chr4	Topology2	0.2835
Chr4	Topology2	0.2904
Chr4	Topology2	0.2909
Chr4	Topology2	0.2902
Chr4	Topology2	0.2911
Chr4	Topology2	0.2954
Chr4	Topology2	0.2833
Chr4	Topology2	0.2931
Chr4	Topology2	0.2825
Chr4	Topology2	0.2932
Chr4	Topology2	0.2853
Chr4	Topology2	0.2956
Chr4	Topology2	0.2917
Chr4	Topology2	0.2891
Chr4	Topology2	0.286
Chr4	Topology2	0.2856
Chr4	Topology2	0.2879
Chr4	Topology2	0.2938
Chr4	Topology2	0.2934
Chr4	Topology2	0.2858
Chr4	Topology2	0.2803
Chr4	Topology2	0.2919
Chr4	Topology2	0.2904
Chr4	Topology2	0.2971
Chr4	Topology2	0.2897
Chr4	Topology2	0.295
Chr4	Topology2	0.2945
Chr4	Topology2	0.2951
Chr4	Topology2	0.2861
Chr4	Topology2	0.278204924
Chr4	Topology2	0.287
Chr4	Topology2	0.2921
Chr4	Topology2	0.2883
Chr4	Topology2	0.281
Chr4	Topology2	0.2926
Chr4	Topology2	0.2884
Chr4	Topology2	0.291
Chr4	Topology2	0.2852
Chr4	Topology2	0.291
Chr4	Topology2	0.2958
Chr4	Topology2	0.2995
Chr4	Topology2	0.2921
Chr4	Topology2	0.2911
Chr4	Topology2	0.2839
Chr4	Topology2	0.2881
Chr4	Topology2	0.2997
Chr4	Topology2	0.2886
Chr4	Topology2	0.2873
Chr4	Topology2	0.2958
Chr4	Topology2	0.2872
Chr4	Topology2	0.2878
Chr4	Topology2	0.2878
Chr4	Topology2	0.2818
Chr4	Topology2	0.2938
Chr4	Topology2	0.2864
Chr4	Topology2	0.2961
Chr4	Topology2	0.2923
Chr4	Topology2	0.288
Chr4	Topology2	0.2896
Chr4	Topology2	0.294
Chr4	Topology2	0.2914
Chr4	Topology2	0.2798
